Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Nhân viên khuôn đúc nhựa,Navigos Search's Client,700-850 ₫/tháng,"Hai Phong, Vietnam, Hanoi","- Tốt nghiệp đại học trở lên chuyên ngành cơ khí.
- Có ít nhất 2 năm kinh nghiệm trong nhà máy sản xuất linh kiện nhựa.
- Có kinh nghiệm về thiết kế khuôn, sửa chữa, bảo dưỡng khuôn nhựa.
- Có khả năng đo lường.
- Ưu tiên có tiếng Nhật
Kỹ năng khác:
- Có khả năng phân tích, giao tiếp tốt.
- Có khả năng làm việc độc lập với nhà cung cấp.
- Có thể sử dụng các phần mềm: CAD, Solidworks, Excel...",2025-05-15,Kỹ Thuật,Sản xuất,2,Cao đẳng,Không hiển thị,09:00 - 18:00,Nhân viên,"Tiếng Nhật, Kỹ Thuật Khuôn Đúc Nhựa, Bảo Trì, Bảo Dưỡng Khuôn Mẫu",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Sản xuất, Tiếng Nhật, Kỹ Thuật Khuôn Đúc Nhựa, Bảo Trì, Bảo Dưỡng Khuôn Mẫu, Navigos Search's Client, Hải Phòng",Bảo trì/Bảo Dưỡng,0,100
Nhân Viên khuôn đúc kim loại,Navigos Search's Client,700-850 ₫/tháng,"Hai Phong, Vietnam, Hanoi","Yêu cầu:
 - Tốt nghiệp đại học trở lên chuyên ngành cơ khí.
- Có ít nhất 2 năm kinh nghiệm trong nhà máy chế tạo linh kiện đột dập
- Có kinh nghiệm về thiết kế khuôn, sửa chữa, bảo dưỡng khuôn kim loại.
- Có khả năng đo lường.
- Ưu tiên biết tiếng Nhật
Kỹ năng khác:
- Có khả năng phân tích, giao tiếp tốt.",2025-05-15,Kỹ Thuật,Sản xuất,2,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Tiếng Nhật, Máy Dập Kim Loại, Bảo Trì, Bảo Dưỡng Khuôn Mẫu",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kỹ Thuật, Bảo trì/Bảo Dưỡng, Sản xuất, Tiếng Nhật, Máy Dập Kim Loại, Bảo Trì, Bảo Dưỡng Khuôn Mẫu, Navigos Search's Client, Hải Phòng",Bảo trì/Bảo Dưỡng,0,100
Kế Toán Tổng Hợp,Công Ty TNHH Vật Tư Thiết Bị Y Tế Thành Trung,14tr-18tr ₫/tháng,"35 đường A4, Phường 12, Quận Tân Bình, TP. Hồ Chí Minh, 35 đường A4, Phường 12, Quận Tân Bình, TP. Hồ Chí Minh",,2025-05-15,Kế Toán/Kiểm Toán,Thiết bị y tế,2,,,,Nhân viên,"Kế Toán Thuế, Xử Lý Công Nợ, Phân Tích Báo Cáo, Hạch Toán, Tính khấu hao TSCĐ",Bất kỳ,Không hiển thị,,,,"Kế Toán/Kiểm Toán, Kế Toán Tổng Hợp, Thiết bị y tế, Kế Toán Thuế, Xử Lý Công Nợ, Phân Tích Báo Cáo, Hạch Toán, Tính khấu hao TSCĐ, Công Ty TNHH Vật Tư Thiết Bị Y Tế Thành Trung, Hồ Chí Minh",Kế Toán Tổng Hợp,0,100
IT Intern,"Shiseido Cosmetics Vietnam CO., LTD",Thương lượng,"Vietcombank Tower, Công trường Mê Linh, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 27th Floor, Vietcombank Tower, 05 Me Linh Square, Ben Nghe Ward, District 1, HCMC","• Final-year students/ Fresh graduates with less than 2 years of experience
• Can commit for full-time working in 6 months
• Be active, accountable, creative & collaborative",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,0,,,,Thực tập sinh/Sinh viên,"Collaboration, Data Warehouse Systems, Information Extraction, Power BI, Template Building",Tiếng Anh,Người Việt Nam,,,,"Công Nghệ Thông Tin/Viễn Thông, Data Engineer/Data Analyst/AI, Phần Mềm CNTT/Dịch vụ Phần mềm, Collaboration, Data Warehouse Systems, Information Extraction, Power BI, Template Building, Shiseido Cosmetics Vietnam CO., LTD, Hồ Chí Minh",Data Engineer/Data Analyst/AI,0,100
Kỹ Sư Phát Triển Dự Án (Yêu Cầu Tiếng Anh),Wha Group,Thương lượng,"Hà Nội, Vietnam, Hanoi, Thanh Hoa, Nghe An, Ho Chi Minh",,2025-05-15,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,5,Cử nhân,1,,Nhân viên,"Phát Triển Dự Án, Đầu Tư Phát Triển Dự Án, Bất Động Sản Công Nghiệp, Kỹ Sư Dự Án, Tiếng Anh",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kiến Trúc/Xây Dựng, Phát Triển Dự Án/Đấu Thầu, Kỹ thuật xây dựng/Cơ sở hạ tầng, Phát Triển Dự Án, Đầu Tư Phát Triển Dự Án, Bất Động Sản Công Nghiệp, Kỹ Sư Dự Án, Tiếng Anh, Wha Group, Hà Nội",Phát Triển Dự Án/Đấu Thầu,25,40
SCM Intern,"Shiseido Cosmetics Vietnam CO., LTD",Thương lượng,"Vietcombank Tower, Công trường Mê Linh, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 27th Floor, Vietcombank Tower, 05 Me Linh Square, Ben Nghe Ward, District 1, HCMC","• Final-year students/ Fresh graduates with less than 2 years of experience
• Can commit for full-time working in 6 months
• Be active, accountable, creative & collaborative",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Bán lẻ/Bán sỉ,0,Cử nhân,1,08:30 - 17:30,Thực tập sinh/Sinh viên,"Collaboration, Forecasting, Sales Report Analysis, Outlier Correction, Forecast Accuracy Measurement",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Bán lẻ/Bán sỉ, Collaboration, Forecasting, Sales Report Analysis, Outlier Correction, Forecast Accuracy Measurement, Shiseido Cosmetics Vietnam CO., LTD, Hồ Chí Minh",Quản Lý Chuỗi Cung Ứng,15,60
Pre-Sales Solution Consultant,Công Ty Cổ Phần Vinbigdata – Công Nghệ Việt Vì Tương Lai Việt,Thương lượng,"Tầng 10, MB Sunny Tower, 259 Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Century Tower, T14, Khu đô thị Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội","Học vấn:
Tốt nghiệp Đại học trở lên, ưu tiên chuyên ngành Công nghệ Thông tin, … hoặc các lĩnh vực liên quan.

Kinh nghiệm:
- Có tối thiểu 5 năm kinh nghiệm trong lĩnh vực Công nghệ thông tin trong đó có 3 năm kinh nghiệm trong lĩnh vực tư vấn và triển khai giải pháp công nghệ hoặc Ứng viên từng đảm nhiệm vai trò như Phân tích nghiệp vụ (BA) hoặc Quản lý sản phẩm (PO) và mong muốn chuyển hướng sang mảng tư vấn giải pháp.
- Ưu tiên ứng viên từng làm việc trong lĩnh vực AI hoặc tại các công ty công nghệ có quy mô sản phẩm/dịch vụ tương đương.
Ứng viên có kiến thức chuyên sâu về lĩnh vực kinh doanh cụ thể là một lợi thế: BFSI (ngân hàng, bảo hiểm), bán lẻ, ô tô, sản xuất, chăm sóc sức khỏe, v.v

Năng lực:
- Năng lực trình bày và giao tiếp thuyết phục
- Năng lực Phân tích nghiệp vụ và tư vấn quy trình
- Triển khai và hướng dẫn sử dụng giải pháp
- Hiểu biết kỹ thuật đa lĩnh vực
- Quản trị dự án & điều phối thực thi

Yêu cầu khác:
- Kỹ năng máy tính: Thông thạo các phần mềm máy tính văn phòng, Internet và các công cụ AI.
- Ngoại ngữ: Ưu tiên ứng viên có thể sử dụng tiếng Anh trong trao đổi công việc",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,3,Cử nhân,Không hiển thị,,Nhân viên,"Giao Tiếp Và Thuyết Phục, Phân Tích Nghiệp Vụ, Triển khai, Quản Trị Dự Án",Bất kỳ,Người Việt Nam,Bất kỳ,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Chuyển Đổi Số, Phần Mềm CNTT/Dịch vụ Phần mềm, Giao Tiếp Và Thuyết Phục, Phân Tích Nghiệp Vụ, Triển khai, Quản Trị Dự Án, Công Ty Cổ Phần Vinbigdata – Công Nghệ Việt Vì Tương Lai Việt, Hồ Chí Minh",Chuyển Đổi Số,0,100
"Phó Phòng Kinh Doanh (Tour, Vé, Visa)",Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh,Thương lượng,"Greenhouse Buildings, Số 6A, ngõ 57 Láng, Hạ, P. Thành Công, Q. Ba Đình, HN, 6a Ngõ 57 Láng Hạ, Thành Công, Ba Đình, Hà Nội, Việt Nam",,2025-05-15,Nhà Hàng - Khách Sạn/Du Lịch,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,2,Cao đẳng,Không hiển thị,08:00 - 17:00,Trưởng phòng,"Quản Lý Kinh Doanh, Thị Trường Du Lịch, Tour Planning, Xử lý hồ sơ visa, Chăm Sóc Khách Hàng",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Nhà Hàng - Khách Sạn/Du Lịch, Công Ty Kinh Doanh Lữ Hành, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Quản Lý Kinh Doanh, Thị Trường Du Lịch, Tour Planning, Xử lý hồ sơ visa, Chăm Sóc Khách Hàng, Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh, Hà Nội",Công Ty Kinh Doanh Lữ Hành,0,100
Nhân Viên Kinh Doanh [Đi Làm Ngay],Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh,Thương lượng,"Greenhouse Buildings, Số 6A, ngõ 57, Láng Hạ, P.Thành Công, Q.Ba Đình, HN, 6a Ngõ 57 Láng Hạ, Thành Công, Ba Đình, Hà Nội, Việt Nam",,2025-05-15,Kinh Doanh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1,Cao đẳng,Không hiển thị,08:00 - 17:00,Nhân viên,"Kinh Doanh Du Lịch, Tư Vấn Dịch Vụ, Bán Hàng Online, Xây Dựng Mối Quan Hệ, B2B Sales",Tiếng Việt,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Kinh Doanh Du Lịch, Tư Vấn Dịch Vụ, Bán Hàng Online, Xây Dựng Mối Quan Hệ, B2B Sales, Công ty CPĐT TM & Dịch vụ Du Lịch Quốc Tế Xanh, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Giám Đốc Sản Xuất (30-50Tr/tháng),Công ty TNHH Thương Mại Xuất Nhập Khẩu Fani,30tr-50tr ₫/tháng,"Củ Chi, Ho Chi Minh City, Vietnam, Số 2 Tôn Thất Thuyết, Mỹ Đình 2, Nam Từ Liêm, Hà Nội, Việt Nam","- Trình độ học vấn tối thiểu: Tốt nghiệp Đại học
- Kinh nghiệm tối thiểu: Có kinh nghiệm tối thiểu 5 năm liên tục tại vị trí tương đương hoặc Giám đốc Sản xuất và đã làm việc tại mô hình sản xuất với quy mô Nhà máy sản xuất từ 100 nhân sự trở lên. Ưu tiên Ứng viên có kinh nghiệm tại các Công ty sản xuất về ngành hàng tiêu dùng nhanh
- Chuyên ngành: Sản xuất, Kỹ thuật, Cơ khí, Hóa học, Công nghệ sinh học, Quản lý công nghiệp hoặc tương đương.
- Kiến thức: Có kinh nghiệm vận hành, quản lý Xưởng sản xuất theo tiêu chuẩn ISO
- Am hiểu về luật lao động, An toàn lao động, Phòng cháy chữa cháy""
- Kỹ năng:
+ Kỹ năng quản lý, lãnh đạo và đào tạo đội ngũ.
+ Kỹ năng phân tích dữ liệu và giải quyết vấn đề.
+ Kỹ năng lập kế hoạch và tổ chức công việc.
+ Kỹ năng giao tiếp và làm việc nhóm tốt.
+ Kỹ năng xử lý tình huống
+ Kỹ năng thương lượng, đàm phán
+ Thành thạo tin học văn phòng (Word, Excel, Powerpoint).""
- Yêu cầu khác: Khả năng làm việc độc lập và chịu được áp lực cao.

- Thời gian làm việc: Giờ hành chính: Thứ 2 - Thứ 6: 8h00 - 17h30
Thứ 7: 8h00 - 12h00, Nghỉ chiều Thứ 7 và Chủ Nhật

***QUYỀN LỢI
- Thu nhập: hấp dẫn theo năng lực
- Chế độ Nghỉ và Thưởng vào các ngày Lễ lớn trong năm (Tết dương lịch, Giải phóng miền Nam, Quốc tế lao động, Quốc Khánh, Tết âm lịch )
- Quà mừng Sinh nhật, trung thu,Quốc tế thiếu nhi, Quốc tế Phụ nữ...;
- Thưởng tết theo hoạt động kinh doanh của công ty
- Phúc lợi: nghỉ mát, trợ cấp Kết hôn, Ốm đau, Thai sản...;
- Chế độ Bảo hiểm Xã hội theo Luật định;
- Môi trường làm việc chuyên nghiệp, năng động, sáng tạo;
- Cơ hội thăng tiến và được đào tạo phát triển lên các vị trí cao hơn trong hệ thống tổ chứ

*** CÁCH THỨC ỨNG TUYỂN.
Gửi CV qua Vietnamworks
Tiêu đề mail: Họ và tên_Vị trí ứng tuyển",2025-05-15,Sản Xuất,Bán lẻ/Bán sỉ,5,Cử nhân,Không hiển thị,08:00 - 17:00,Giám Đốc và Cấp Cao Hơn,"An Toàn Lao Động, ISO, Kiểm Soát Sản Xuất, Lãnh Đạo, Luật Lao Động",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Bán lẻ/Bán sỉ, An Toàn Lao Động, ISO, Kiểm Soát Sản Xuất, Lãnh Đạo, Luật Lao Động, Công ty TNHH Thương Mại Xuất Nhập Khẩu Fani, Hồ Chí Minh",Hoạch Định & Quản Lý Sản Xuất,28,35
"Senior Auditor, Quality Assurance (Apparel Industry, Sweater Category), Based in HCM",Representative Office - MGF Sourcing/ Tsam Limited,Thương lượng,"6 Thái Văn Lung, Bến Nghé, District 1, Ho Chi Minh City, Vietnam, 5/F Capital Place, No.6 Thai Van Lung St, Dist. 1, HCMC","- A minimum of 5 to 7 years’ QA/QC experience at garment factories
- Having experience and background on handling sweater garment category
- Knowledge of different garment categories (Woven, Knits, denim,..) is advantage
- Experience in supervising teams and training is a plus
- Experience in handling global brands is definitely an advantage
- Good communications skills
- Able to identify problems and analyse for solutions

**An attractive remuneration package and excellent career opportunities will be offered to the right candidates. Please submit your application with complete salary history to:
MGF Sourcing Far East Ltd- HCM Office or e-mail: by Apply button on VietnamWorks at the end of page

**We regret to inform you that only short listed candidates will be notified.",2025-05-15,Sản Xuất,Bán lẻ/Bán sỉ,0,Không giới hạn,Không hiển thị,,Nhân viên,"Garment Textile, Technical Garment, QA",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Bán lẻ/Bán sỉ, Garment Textile, Technical Garment, QA, Representative Office - MGF Sourcing/ Tsam Limited, Hồ Chí Minh",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100
Trưởng Phòng – Ban Kế Hoạch & Phát Triển Mạng Lưới,Công Ty TNHH Bảo Hiểm Tasco,Thương lượng,"Tòa nhà Tasco, Phạm Hùng, Nam Từ Liêm, Hà Nội, Tòa nhà Tasco, Phạm Hùng, Nam Từ Liêm, Hà Nội","- Trình độ học vấn:
Tốt nghiệp Đại học trở lên chuyên ngành: Bảo hiểm, Tài chính, Kinh tế, Quản trị kinh doanh hoặc lĩnh vực liên quan. Ưu tiên có bằng Thạc sĩ hoặc các chứng chỉ quản lý, tài chính chuyên sâu (CPA, CFA, CIA,…).
- Kinh nghiệm làm việc:
+ Tối thiểu 5 năm kinh nghiệm trong ngành bảo hiểm phi nhân thọ, trong đó có ít nhất 2 năm ở vị trí quản lý (trưởng phòng/phó phòng) thuộc các Ban Kế hoạch, Kiểm soát nội bộ, Kinh doanh, hoặc các bộ phận tổng hợp điều phối hoạt động hệ thống.
+ Có kinh nghiệm trực tiếp trong kiểm soát, đánh giá hiệu quả hoạt động các chi nhánh/đơn vị thành viên.
+ Đã từng tham mưu cho Ban lãnh đạo về định hướng và điều chỉnh chiến lược dựa trên tình hình thực tiễn.
- Kiến thức và kỹ năng chuyên môn:
+ Hiểu rõ quy trình hoạt động và đặc thù kinh doanh của doanh nghiệp bảo hiểm phi nhân thọ.
+ Nắm vững phương pháp xây dựng, theo dõi và điều chỉnh kế hoạch kinh doanh; am hiểu cơ chế giao chỉ tiêu, đánh giá KPI
+ Kỹ năng lãnh đạo nhóm, điều phối công việc liên phòng ban
Thành thạo tin học văn phòng (Excel, PowerPoint), ưu tiên có kỹ năng phân tích bằng Power BI, Google Data Studio hoặc phần mềm ERP.
- Phẩm chất cá nhân:
+ Chính trực, minh bạch và có tinh thần trách nhiệm cao.
+ Tư duy chiến lược, có năng lực phân tích và đưa ra quyết định dựa trên số liệu và thực tế.
+ Có khả năng làm việc dưới áp lực cao và trong môi trường nhiều thay đổi.
- Lợi thế cạnh tranh:
+ Có kinh nghiệm trong việc xây dựng hệ thống theo dõi hiệu quả hoạt động, cảnh báo sớm rủi ro tại đơn vị thành viên.
+ Đã từng làm việc tại công ty bảo hiểm có hệ thống chi nhánh rộng, hoặc trong tập đoàn có mô hình hoạt động phân cấp.",2025-05-15,Bảo Hiểm,Bảo hiểm,5,Cử nhân,1,08:30 - 18:00,Trưởng phòng,"Kiến Thức Bảo Hiểm, Lãnh Đạo, Phân Tích Chiến Lược, Phân Tích Dữ Liệu, Quản Lý Dự Án",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Bảo Hiểm, Tư Vấn Rủi Ro, Bảo hiểm, Kiến Thức Bảo Hiểm, Lãnh Đạo, Phân Tích Chiến Lược, Phân Tích Dữ Liệu, Quản Lý Dự Án, Công Ty TNHH Bảo Hiểm Tasco, Hà Nội",Tư Vấn Rủi Ro,0,100
[Gấp] - Chuyên Viên Xuất Nhập Khẩu/ Logistics Senior Stafff,Hanwha Vision Viet Nam Company Limited (Tên Cũ Là Hanwhatechwin Security Vietnam),$ 600-720 /tháng,"Plot O-2, Que Vo Industrial Zone (expansion area), Nam Son commune, Bac Ninh city, Bac Ninh province, Plot O-2, Que Vo Industrial Zone (expansion area), Nam Son commune, Bac Ninh city, Bac Ninh province","- Tốt nghiệp CĐ, ĐH các chuyên ngành như: Thương mại quốc tế, Thuế và Hải Quan, Xuất nhập khẩu...
- Có 5 năm kinh nghiệm liên quan đến lĩnh vực Logistics như giao nhận, vận tải đường bộ và Hải quan quốc tế.
- Kinh nghiệm làm tại các nhà máy chế xuất
- Có kinh nghiệm làm báo cáo quyết toán hải quan, làm giấy chứng nhận xuất xứ, làm thủ tục hủy hàng

***QUYỀN LỢI
- Thu nhập hấp dẫn (Ứng viên có thể thỏa thuận trong quá trình phỏng vấn).
- Tham gia đầy đủ BHXH, BHYT, BHTN",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Điện/Điện tử,0,,,,Nhân viên,"Thủ Tục Hải Quan, Xuất nhập khẩu - Logistics, Chứng Từ Xuất Nhập Khẩu, Freight Forwarder, Khai Báo Hải Quan",Bất kỳ,Không hiển thị,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Xuất Nhập Khẩu & Thủ Tục Hải Quan, Điện/Điện tử, Thủ Tục Hải Quan, Xuất nhập khẩu - Logistics, Chứng Từ Xuất Nhập Khẩu, Freight Forwarder, Khai Báo Hải Quan, Hanwha Vision Viet Nam Company Limited (Tên Cũ Là Hanwhatechwin Security Vietnam), Bắc Ninh",Xuất Nhập Khẩu & Thủ Tục Hải Quan,0,100
HR Intern,"Shiseido Cosmetics Vietnam CO., LTD",Thương lượng,"Vietcombank Tower, Công trường Mê Linh, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 27th Floor, Vietcombank Tower, 05 Me Linh Square, Ben Nghe Ward, District 1, HCMC","• Final-year students/ Fresh graduates with less than 2 years of experience
• Can commit for full-time working in 6 months
• Be active, accountable, creative & collaborative",2025-05-15,Nhân Sự/Tuyển Dụng,Bán lẻ/Bán sỉ,0,Cử nhân,1,08:30 - 17:30,Thực tập sinh/Sinh viên,"Collaboration, Employer Branding, HR Supports, Internal Communications, Talent Acquisition",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Nhân Sự Tổng Hợp, Bán lẻ/Bán sỉ, Collaboration, Employer Branding, HR Supports, Internal Communications, Talent Acquisition, Shiseido Cosmetics Vietnam CO., LTD, Hồ Chí Minh",Nhân Sự Tổng Hợp,0,100
Fund Accountant,CÔNG TY CỔ PHẦN Quản Lý Quỹ Phú Hưng,Thương lượng,"20th Floor, Phu My Hung Tower, 08 Hoang Van Thai Street, Tan Phu Ward, District 7, Ho Chi Minh City, Phòng số 4, Tầng 21, Tòa nhà Phú Mỹ Hưng, Số 08 Đường Hoàng Văn Thái, Khu phố 1, Phường Tân Phú, Quận 7, TP. HCM","• Bachelor degree in Accountant / Finance
• 1~2 years working experience in fund management industry or custodian bank, financial related industry is an advantage. Fresh graduate is welcomed
• Familiar with Fund Accounting / Transfer Agency operations for onshore funds / ETF and knowledge of wide range of investment / financial products is an advantage.
• Have good time management skills and be careful at work. Good command in English, positive and creative thinking, team player.
• Be able to handle work/time pressure in dealing multi-tasks.
• Have experience working with accounting software and be good at using Excel.

Location:
20th Floor, Phu My Hung Tower, 08 Hoang Van Thai Street, Tan Phu Ward, District 7, Ho Chi Minh City.",2025-05-15,Ngân Hàng & Dịch Vụ Tài Chính,Kế toán/Kiểm toán,1,Cử nhân,Không hiển thị,,Nhân viên,"Fund Accounting, Finance, Fund Management, Business, NAV",Tiếng Anh,Người Việt Nam,Bất kỳ,,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Quản Lý Quỹ, Kế toán/Kiểm toán, Fund Accounting, Finance, Fund Management, Business, NAV, CÔNG TY CỔ PHẦN Quản Lý Quỹ Phú Hưng, Hồ Chí Minh",Quản Lý Quỹ,22,30
E-Commerce Intern,"Shiseido Cosmetics Vietnam CO., LTD",$ 200-300 /tháng,"Vietcombank Tower, Công trường Mê Linh, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 27th Floor, Vietcombank Tower, 05 Me Linh Square, Ben Nghe Ward, District 1, HCMC","• Final-year students/ Fresh graduates with less than 2 years of experience
• Can commit for full-time working in 6 months
• Be active, accountable, creative & collaborative",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Thương mại điện tử,0,Cử nhân,1,08:30 - 17:30,Thực tập sinh/Sinh viên,"Campaign Planning, Collaboration, Commercial Planning, E-Commerce Management, Merchandising",Tiếng Anh,Người Việt Nam,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Trực Tuyến, Thương mại điện tử, Campaign Planning, Collaboration, Commercial Planning, E-Commerce Management, Merchandising, Shiseido Cosmetics Vietnam CO., LTD, Hồ Chí Minh",Tiếp Thị Trực Tuyến,0,100
Nhân Viên Kinh Doanh Chấp Nhận Ứng Viên Mới Ra Trường Thu Nhập Upto 30 Triệu Đồng/tháng,Công Ty Cổ Phần Sam Ba,"$ 500-1,000 /tháng","Tầng 3, số 385 Đường Hoàng Quốc Việt, Cầu Giấy, Hà Nội, Tầng 3, số 385 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",Yêu cầu:,2025-05-15,Kinh Doanh,Kỹ thuật xây dựng/Cơ sở hạ tầng,0,Cao đẳng,Không hiển thị,,Mới Tốt Nghiệp,"Phát Triển Thị Trường, Bán Hàng, Chăm Sóc Khách Hàng, Lập Kế Hoạch Bán Hàng, Kinh Doanh",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Kỹ thuật xây dựng/Cơ sở hạ tầng, Phát Triển Thị Trường, Bán Hàng, Chăm Sóc Khách Hàng, Lập Kế Hoạch Bán Hàng, Kinh Doanh, Công Ty Cổ Phần Sam Ba, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Supply Chain Planner,Công Ty TNHH Công Nghiệp TruAire Việt Nam (TAVN),Thương lượng,"Nhon Trach 1 Industrial Zone, Dong Nai, KCN Nhơn Trạch I, Xã Phú Hội, Huyện Nhơn Trạch, Tỉnh Đồng Nai, Việt Nam",,2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Điện/Điện tử,5,,,,Nhân viên,"Capacity Planning, ERP, Industrial Engineering, SCM, Warehouse",Tiếng Anh,Không hiển thị,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Điện/Điện tử, Capacity Planning, ERP, Industrial Engineering, SCM, Warehouse, Công Ty TNHH Công Nghiệp TruAire Việt Nam (TAVN), Đồng Nai",Quản Lý Chuỗi Cung Ứng,0,100
Marketing Intern,"Shiseido Cosmetics Vietnam CO., LTD",Thương lượng,"Vietcombank Tower, Công trường Mê Linh, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 27th Floor, Vietcombank Tower, 05 Me Linh Square, Ben Nghe Ward, District 1, HCMC",,2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Bán lẻ/Bán sỉ,0,,,,Thực tập sinh/Sinh viên,"Campaign Planning, Collaboration, Data Analysis, Digital Marketing, Social Media, Social Media, Social Media",Tiếng Anh,Người Việt Nam,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Bán lẻ/Bán sỉ, Campaign Planning, Collaboration, Data Analysis, Digital Marketing, Social Media, Social Media, Social Media, Shiseido Cosmetics Vietnam CO., LTD, Hồ Chí Minh",Tiếp Thị,0,100
"Nhân Viên Kinh Doanh/Sales Ô Tô/ Tư Vấn Bán Hàng, Thu Nhập Lên Tới 40 Triệu",Ford Mỹ Đình,30tr-40tr ₫/tháng,"1 Phố Trịnh Văn Bô, Phương Canh, Hà Nội, Việt Nam, Số 1 Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, TP. Hà Nội","• Tốt nghiệp Trung cấp trở lên. Ưu tiên các ngành Kinh tế, Quản trị kinh doanh hoặc các ngành liên quan.",2025-05-15,Kinh Doanh,Bán lẻ/Bán sỉ,0,Trung học,Không hiển thị,09:00 - 18:00,Nhân viên,"Kinh Doanh, Tư Vấn Bán Hàng, Bán Hàng, Ô Tô, Tư Vấn Xe Ô Tô",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bán lẻ/Bán sỉ, Kinh Doanh, Tư Vấn Bán Hàng, Bán Hàng, Ô Tô, Tư Vấn Xe Ô Tô, Ford Mỹ Đình, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
